TICID,Camera,CCD,Tmag,RA,Dec
198554945,2,2,16.65,237.7905,62.4562
198555114,2,2,11.06,237.8861,63.2071
198555587,2,2,8.93,237.9225,65.3570
198555602,2,2,9.56,237.8378,65.4251
198555714,2,2,10.16,238.0751,65.9428
198555943,2,2,8.76,238.0503,64.9480
198555959,2,2,9.59,238.0482,64.8837
198556820,2,2,11.19,238.1414,61.1893
198556895,2,2,10.46,238.1718,60.8844
198557073,2,2,10.21,237.9757,60.1846
198557142,2,2,11.01,237.9991,59.8809
198557182,2,2,8.31,238.2499,60.1148
198557432,2,2,10.74,238.3211,60.9831
198557459,2,2,10.22,238.2608,61.0867
198557700,2,2,11.02,238.3038,61.9850
198557730,2,2,10.62,238.2190,62.0847
198557860,2,2,13.10,238.2945,62.5961
198558220,2,2,10.22,238.3483,64.3210
198558258,2,2,9.45,238.3887,64.5456
198558275,2,2,11.00,238.3878,64.6053
198558443,2,2,5.93,238.3706,65.2884
198560350,2,4,8.08,255.3726,42.8135
198560607,2,4,8.96,255.3409,42.1637
198561837,2,4,9.21,255.6137,45.0344
198562505,2,4,6.09,255.6527,47.0867
198562586,2,4,11.08,255.5491,47.3336
198563252,2,4,10.41,255.7741,46.4549
198563854,2,4,7.93,255.6740,44.6372
198564148,2,4,9.62,255.8238,43.7811
198564549,2,4,11.32,255.7770,42.6578
198579984,2,4,9.39,255.8358,45.6834
198580861,2,4,11.82,256.1232,47.5414
198580951,2,4,10.56,256.1227,47.2903
198581029,2,4,9.34,255.9900,47.1078
198581371,2,4,7.37,256.0220,46.0886
198581823,2,4,9.39,256.0691,44.7452
198582145,2,4,12.88,256.0545,43.9385
198582674,2,4,9.97,256.0696,42.5338
198582990,2,4,11.55,256.1608,42.1557
198583433,2,4,12.02,256.2496,43.3964
198584097,2,4,8.37,256.2122,45.2245
198585073,2,4,12.41,256.3565,47.7511
198585533,2,4,10.66,256.3612,46.4463
198585669,2,4,10.25,256.4419,46.0325
198586862,2,4,9.63,256.3757,42.7415
198587033,2,4,9.52,256.4304,42.2616
198587313,2,4,8.55,256.6219,42.3047
198587343,2,4,9.98,256.5167,42.3875
198588220,2,4,9.63,256.6107,44.7769
198588304,2,4,7.64,256.5212,45.0070
198588680,2,4,8.88,256.6012,46.1805
198589168,2,4,11.99,256.6365,47.6519
199521747,2,2,13.47,239.7526,65.3762
199521808,2,2,10.41,239.7499,65.0377
199522110,2,2,9.12,239.6548,63.3426
199522237,2,2,11.66,239.7805,62.7329
199522486,2,2,12.02,239.8208,61.4015
199522589,2,2,8.84,239.7270,60.8418
199522675,2,2,10.12,239.7737,60.5053
199522744,2,2,11.38,239.7464,60.1616
199522955,2,2,11.02,239.9946,60.7709
199523007,2,2,12.21,240.0771,61.0977
199523459,2,2,8.94,240.0249,63.1436
199523610,2,2,8.91,240.0778,63.7554
199523754,2,2,9.18,239.9826,64.5441
199524145,2,2,9.02,240.2678,65.5148
199524188,2,2,11.43,240.1203,65.3045
199524189,2,2,10.56,240.3063,65.2991
199524246,2,2,6.98,240.2414,64.9500
199524511,2,2,10.75,240.3397,63.5705
199524705,2,2,10.74,240.2198,62.6632
199524743,2,2,10.78,240.2128,62.5083
199524869,2,2,8.88,240.1791,61.9553
199524870,2,2,12.68,240.3357,61.9532
199524888,2,2,10.26,240.3420,61.8774
199524942,2,2,8.75,240.1442,61.6615
199525413,2,2,11.40,240.3924,60.3468
199525421,2,2,10.13,240.5521,60.3998
199525440,2,2,9.01,240.4962,60.4826
199525708,2,2,10.68,240.5408,61.6079
199525756,2,2,14.37,240.4549,61.7794
199525880,2,2,10.33,240.3910,62.3220
199525882,2,2,13.84,240.5691,62.3328
199526030,2,2,9.51,240.4005,63.0081
199526445,2,2,11.57,240.5222,64.9452
199526452,2,2,12.39,240.4815,64.9619
199526564,2,2,13.46,240.5870,65.3870
199526619,2,2,10.57,240.4361,65.6402
199547573,2,2,13.08,240.7189,65.7819
199547605,2,2,8.69,240.6506,65.6946
199547911,2,2,11.59,240.6394,64.0989
199547978,2,2,10.99,240.6450,63.7991
199548745,2,2,10.94,240.8072,60.2170
199548916,2,2,11.07,241.0246,60.4024
199549110,2,2,10.74,240.8630,61.3235
199549146,2,2,9.25,240.8873,61.4614
199549199,2,2,8.02,240.8948,61.7200
199549208,2,2,10.66,240.9180,61.7566
199549364,2,2,10.15,240.8465,62.4835
199549679,2,2,10.71,241.0658,64.0026
199549781,2,2,10.67,240.9398,64.5943
199550064,2,2,10.75,241.2041,65.8239
199550090,2,2,8.86,241.2563,65.6610
199550192,2,2,10.36,241.0903,65.1520
199550243,2,2,10.83,241.0988,64.8616
199550447,2,2,11.19,241.3120,63.6255
199571268,2,2,9.14,241.1880,63.1435
199571279,2,2,9.47,241.3124,63.0777
199571399,2,2,11.64,241.1968,62.4850
199571501,2,2,11.02,241.3215,61.9759
199571528,2,2,12.70,241.1120,61.8790
199571608,2,2,10.04,241.2390,61.4635
199571641,2,2,12.03,241.3015,61.3308
199572211,2,2,13.25,241.5194,60.9481
199572235,2,2,10.20,241.5630,61.0571
199572295,2,2,13.19,241.5588,61.3476
199572353,2,2,9.22,241.4032,61.5866
199572361,2,2,8.42,241.5404,61.6255
199572409,2,2,11.47,241.4071,61.8243
199572770,2,2,10.70,241.3885,63.5400
199572829,2,2,9.95,241.4927,63.8281
199573075,2,2,13.70,241.4317,64.8811
199573123,2,2,13.36,241.4377,65.0698
199573174,2,2,8.37,241.3316,65.3180
199573279,2,2,10.54,241.4684,65.7616
199573744,2,2,9.67,248.6629,55.4397
199573783,2,2,11.69,248.6537,55.5872
199573797,2,2,9.74,248.6425,55.6389
199573979,2,2,10.34,248.5280,56.2999
199574208,2,2,10.16,248.5731,57.1690
199574211,2,2,14.50,248.5782,57.1759
199574273,2,2,13.03,248.6562,57.4357
199574692,2,2,9.26,248.6128,59.0511
199607751,2,2,12.16,248.6650,59.7417
199607772,2,2,10.64,248.5595,59.8210
199607786,2,2,8.74,248.5803,59.8573
199607802,2,2,11.43,248.5937,59.9612
199607936,2,2,9.18,248.8531,59.3667
199608168,2,2,8.13,248.7459,58.3580
199608520,2,2,11.82,248.7996,56.8661
199608817,2,2,9.26,248.8883,55.6729
199610171,2,2,10.51,249.0064,57.3019
199610180,2,2,8.13,249.0440,57.3217
199610287,2,2,7.27,248.9222,57.7809
199610331,2,2,8.99,248.9172,57.9493
199610487,2,2,10.91,249.0888,58.5166
199610508,2,2,10.37,249.1160,58.5854
199610621,2,2,10.72,249.0544,58.9738
199610706,2,2,7.91,249.0544,59.3301
199610766,2,2,13.26,249.1118,59.5108
199610779,2,2,12.80,249.0570,59.6021
199610813,2,2,12.52,249.0069,59.7447
199610815,2,2,10.46,249.0101,59.7547
199611257,2,2,11.38,249.2202,58.4005
199611434,2,2,11.84,249.2975,57.7822
199611596,2,2,10.73,249.1757,57.2041
199612934,2,2,11.70,249.4326,55.7960
199612990,2,2,4.37,249.5019,56.0159
199613018,2,2,10.55,249.3707,56.1012
199613021,2,2,8.07,249.4846,56.1284
199613045,2,2,10.71,249.4936,56.2119
199613228,2,2,13.24,249.4438,56.8887
199613371,2,2,10.95,249.4834,57.5378
199613376,2,2,11.53,249.3665,57.5594
199613601,2,2,10.22,249.3679,58.4196
199613704,2,2,10.77,249.3319,58.8403
199613753,2,2,11.05,249.5155,59.0342
199613875,2,2,10.70,249.4524,59.5208
199613965,2,2,11.47,249.5067,59.8731
199614185,2,2,10.66,249.5670,59.1092
199614253,2,2,10.60,249.6838,58.8549
199614387,2,2,8.86,249.6080,58.3261
199614413,2,2,11.37,249.6627,58.2576
199614501,2,2,10.47,249.5473,57.9309
199614787,2,2,13.30,249.5477,56.9129
199614894,2,2,10.87,249.5673,56.5017
199615755,2,1,8.34,249.9268,54.3914
199616636,2,2,9.57,249.8142,57.6854
199616664,2,2,10.76,249.8107,57.7865
199616983,2,2,11.13,249.7639,58.8876
199617159,2,2,10.38,249.8178,59.5612
199617178,2,2,14.45,249.7406,59.6099
199617329,2,2,11.44,249.9920,59.7608
199617352,2,2,9.96,250.0969,59.6639
199617409,2,2,10.73,250.1106,59.4443
199617540,2,2,10.59,250.1508,58.9134
199617744,2,2,7.83,250.0317,58.1201
199617847,2,2,8.66,249.9587,57.7354
199617853,2,2,13.45,250.1354,57.7222
199618143,2,2,11.40,250.0881,56.6301
199632128,2,2,10.59,250.1769,56.6287
199632232,2,2,9.74,250.2103,57.0659
199632300,2,2,9.24,250.1751,57.3120
199632719,2,2,7.85,250.2071,59.0368
199632811,2,2,10.37,250.1830,59.4363
199632976,2,2,13.52,250.5515,59.8130
199633234,2,2,11.37,250.4397,58.7151
199633392,2,2,11.14,250.4600,58.1297
199633399,2,2,10.61,250.4037,58.1144
199633441,2,2,10.97,250.5654,57.9544
199633457,2,2,13.83,250.3742,57.9136
199633652,2,2,11.24,250.5338,57.2883
199634258,2,1,10.51,250.4664,55.1729
199634775,2,1,8.67,250.6206,54.4676
199634926,2,1,4.22,250.7329,54.9036
199657025,2,2,9.21,250.7673,57.8510
199657553,2,2,11.77,250.6470,59.4848
199657568,2,2,12.06,250.7719,59.5617
199657746,2,2,11.93,250.9343,59.6295
199657805,2,2,10.43,250.8022,59.3783
199657838,2,2,9.16,250.8665,59.2664
199657858,2,2,11.96,250.7758,59.1726
199657919,2,2,9.86,250.8839,58.9379
199658044,2,2,8.67,250.8088,58.5226
199658225,2,2,11.21,250.9536,57.9438
199659329,2,1,13.07,251.0777,53.9805
199659629,2,1,7.46,251.0894,54.9150
199659635,2,1,13.18,251.1650,54.9395
199659847,2,1,10.09,251.0675,55.6590
199660422,2,2,8.73,250.9821,57.6355
199660709,2,2,11.03,250.9826,58.6546
199660855,2,2,11.31,250.9915,59.2434
199660862,2,2,12.59,251.0374,59.2725
