#
# Full target list for orbit 27, sector 10
# Created Tue Mar 26 13:46:54 EDT 2019 
# Concatenation of GI astero exo bright DDT ppas lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
  1627611	1	4	10.64	188.1007	-17.7992
  1627709	1	4	 9.45	188.1254	-17.4351
  1628071	1	4	 3.98	188.0152	-16.1963
  1628320	1	4	 8.32	188.0407	-15.2713
  1628550	1	4	11.34	188.0115	-14.4461
  1629397	1	4	10.04	188.2232	-12.0958
  1629601	1	4	 8.14	188.1875	-12.7849
  1629931	1	4	 5.38	188.1492	-13.8594
  1630157	1	4	12.33	188.2215	-14.5958
  1630433	1	4	13.36	188.1842	-15.5162
  1630438	1	4	 9.89	188.1353	-15.5230
  1630690	1	4	10.02	188.1920	-16.4388
  1650125	1	4	 9.73	188.1814	-16.8902
  1650234	1	4	 7.17	188.1712	-17.2206
  1651016	1	4	12.06	188.2917	-16.0660
  1651242	1	4	10.03	188.3380	-15.3304
  1652489	1	4	 8.80	188.3888	-12.6701
  1652548	1	4	 4.88	188.3926	-12.8299
  1653065	1	4	15.25	188.4029	-14.4189
  1668503	1	4	11.30	188.4081	-17.4785
  1668722	1	4	 7.67	188.4105	-17.7938
  1668887	1	3	13.76	195.5373	-17.8182
  1671437	1	3	 8.20	195.4821	-13.8185
  1673435	1	3	10.46	195.6774	-13.3941
  1693252	1	3	 9.81	195.6208	-15.0492
  1693573	1	3	11.47	195.6472	-16.0626
  1693886	1	3	12.26	195.5805	-16.9617
  1694893	1	3	11.58	195.7401	-15.8527
  1695088	1	3	 9.13	195.7950	-15.2711
  1695131	1	3	 9.77	195.7691	-15.1499
  1695417	1	3	 9.62	195.7809	-14.2060
  1727447	1	3	10.29	195.8700	-15.3431
  1727745	1	3	 7.22	195.9119	-16.3368
  1727912	1	3	10.81	195.8852	-16.9368
  1727930	1	3	12.43	195.9391	-16.9816
  1728294	1	3	11.80	196.8791	-17.5502
  1728462	1	3	 8.92	196.8466	-17.0793
  1729030	1	3	10.20	196.8212	-15.3907
  1729322	1	3	10.83	196.8457	-14.4845
  1729435	1	3	 7.30	196.9124	-14.1880
  1735019	1	3	 9.52	197.0284	-16.6772
  1735323	1	3	10.64	197.0284	-17.5868
  1735435	1	3	 9.35	197.1209	-17.9085
  1735555	1	3	14.29	197.1377	-17.5099
  1736351	1	3	10.39	197.1568	-14.9336
  1757499	1	3	 9.74	197.2166	-14.1499
  1758323	1	3	 8.62	197.2840	-16.7512
  1758459	1	3	14.00	197.2210	-17.1977
  1758607	1	3	 8.01	197.2689	-17.6765
  2453708	1	3	10.71	193.5976	-17.2341
  2454921	1	4	11.32	193.6904	-12.6389
  2455329	1	4	 9.77	193.7420	-12.7081
  2455538	1	4	 5.86	193.7791	-13.4528
  2456904	1	3	10.68	193.8585	-17.4327
  2470130	1	4	 8.70	193.8690	-14.0996
  2470248	1	4	 8.21	193.9606	-13.6124
  2470992	1	4	13.35	194.0074	-12.9571
  2470994	1	4	 9.41	193.9686	-12.9577
  2472284	1	3	13.41	194.0221	-17.7482
  2472624	1	3	 9.33	194.1773	-17.0342
  2472763	1	3	10.70	194.1852	-16.5092
  2472959	1	3	 9.51	194.1861	-15.8162
  2488627	1	4	13.64	194.1307	-13.4631
  2490201	1	3	11.97	194.2371	-16.4619
  2490883	1	3	 7.42	194.3959	-17.3950
  2491304	1	3	15.79	194.3306	-15.9397
  2492160	1	4	 9.86	194.4225	-12.8941
  2492176	1	4	10.85	194.4374	-12.8372
  2492183	1	4	 7.75	194.3973	-12.8130
  2518520	1	3	 9.69	194.4773	-15.0728
  2518662	1	3	13.60	194.5609	-15.5715
  2518931	1	3	10.79	194.5316	-16.5480
  2518954	1	3	 8.32	194.5150	-16.6476
  2518982	1	3	 7.98	194.5438	-16.7721
  2519257	1	3	 8.61	194.5031	-17.6812
  5628072	1	4	 9.26	178.8129	-18.1096
  5628559	1	1	10.27	178.8409	-19.6319
  5628885	1	1	 9.96	178.8171	-20.7849
  5630420	1	1	 9.38	178.9146	-22.4261
  5630425	1	1	12.68	178.9264	-22.4173
  5630435	1	1	 9.55	178.8677	-22.3881
  5630507	1	1	 6.44	178.9796	-22.1841
  5630694	1	1	 6.85	178.9638	-21.6601
  5631244	1	1	 9.38	178.9670	-19.8569
  5648410	1	1	 8.95	178.9977	-20.6372
  5649424	1	1	 9.72	179.0648	-23.6060
  5713258	1	4	 9.13	179.2140	-18.5981
  5714012	1	1	 9.94	179.2041	-21.1672
  5714089	1	1	 9.51	179.1488	-21.4197
  5714328	1	1	 8.16	179.1219	-22.0644
  5714469	1	1	13.62	179.2005	-22.4894
  5797349	1	1	11.11	187.2693	-23.2985
  5816232	1	4	12.58	187.1609	-19.6247
  5817150	1	4	11.56	187.3242	-19.1330
  5817900	1	4	11.31	187.3805	-21.3119
  5818959	1	1	11.10	187.4337	-23.5885
  5819567	1	4	 9.00	187.4072	-22.0496
  5866466	1	4	14.67	187.5122	-19.0652
  5868767	1	1	 9.26	187.6112	-23.5482
  5868840	1	1	 3.87	187.5725	-23.6964
  5868998	1	1	13.59	187.7819	-23.7737
  5869755	1	4	 8.02	187.6968	-21.6422
  5870144	1	4	 8.72	187.6727	-20.5105
  5870216	1	4	 8.09	187.7617	-20.3143
  5877537	1	4	 8.70	187.8008	-18.9965
  5877580	1	4	13.92	187.8023	-19.1142
  5877619	1	4	 9.90	187.8930	-19.2229
  5878319	1	4	11.24	187.8835	-21.3844
  5879697	1	4	 9.99	188.0331	-22.7086
  5881279	1	4	11.69	187.9936	-18.1241
  5881419	1	4	13.09	188.1207	-18.1334
  5881964	1	4	 9.32	188.1068	-19.7665
  5882108	1	4	11.35	188.1309	-20.1840
  5911045	1	4	11.00	188.1273	-20.8678
  5911169	1	4	 5.28	188.1359	-21.2124
  5911234	1	4	10.77	188.0592	-21.4277
  5911482	1	4	 7.70	188.1051	-22.1711
  5911553	1	4	10.12	188.1421	-22.4254
  5913259	1	3	 9.25	193.1515	-20.9271
  5913631	1	3	11.87	193.2447	-19.8510
  5914520	1	3	 7.78	193.3144	-18.5265
  5915144	1	3	 8.04	193.2910	-20.2147
  5915399	1	3	11.53	193.3972	-20.8872
  5915623	1	3	11.53	193.3081	-21.4685
  5915743	1	3	13.80	193.3367	-21.7945
  5966705	1	3	 9.83	193.3262	-22.9460
  5966788	1	3	 8.10	193.2775	-23.1663
  5967427	1	3	 7.94	193.4246	-23.1092
  5969274	1	3	 6.89	193.5010	-18.0376
  5970018	1	3	14.14	193.5885	-19.8699
  5970086	1	3	 5.04	193.6258	-20.0980
  5970825	1	3	11.23	193.6308	-22.1698
  5981040	1	3	 9.99	193.7294	-23.2419
  5981829	1	3	 9.07	193.6855	-21.3111
  5981866	1	3	10.48	193.6880	-21.1870
  5982485	1	3	 8.05	193.7775	-19.4750
  5983532	1	3	 9.22	193.8702	-19.1317
  5984053	1	3	10.15	193.8203	-20.6901
  5984440	1	3	 8.04	193.8495	-21.7496
  5985238	1	3	 9.38	193.8440	-23.7038
  5985469	1	3	 9.22	193.9733	-23.5966
  6009389	1	3	12.43	193.9236	-22.4454
  6009392	1	3	10.14	193.9605	-22.4353
  6010551	1	3	11.50	193.9774	-19.3232
  6010747	1	3	10.45	193.9128	-18.8147
  6011181	1	3	 8.68	194.0529	-18.2447
  6011929	1	3	 8.66	194.1510	-20.4124
  6012146	1	3	11.58	194.1464	-21.0372
  6012575	1	3	10.18	194.0539	-22.0845
  6013484	1	3	 8.07	199.7737	-23.5395
  6013637	1	3	 2.24	199.7308	-23.1717
  6014266	1	3	14.42	199.7712	-21.7350
  6033917	1	3	 7.48	199.7698	-20.0035
  6034780	1	3	 9.52	199.8750	-18.1520
  6034847	1	3	13.98	199.8852	-18.3546
  6034975	1	3	12.11	199.8621	-18.6833
  6035158	1	3	 8.37	199.8298	-19.1314
  6035306	1	3	 9.46	199.8013	-19.5336
  6036167	1	3	16.26	199.8531	-21.8010
  6037221	1	3	10.02	199.9524	-23.3119
  6038219	1	3	 9.44	199.9933	-20.6773
  6038264	1	3	 8.40	199.9706	-20.5654
  6076984	1	3	 8.63	199.9174	-18.5262
  6077288	1	3	 8.34	200.0912	-18.1718
  6077536	1	3	13.73	200.0457	-18.8777
  6077960	1	3	 9.96	200.0966	-20.0636
  6078233	1	3	 9.79	200.0437	-20.8088
  6078255	1	3	 7.15	200.1276	-20.8812
  6079610	1	3	 5.36	200.1882	-23.7637
  6079800	1	3	10.80	200.2507	-23.2951
  6080209	1	3	 9.53	200.2116	-22.2638
  6080339	1	3	12.51	200.2870	-21.9650
  6080398	1	3	 7.79	200.2731	-21.8059
  6080477	1	3	11.78	200.1807	-21.5598
  6080492	1	3	11.12	200.2146	-21.5134
  6081344	1	3	10.57	200.2293	-19.1411
  6115428	1	3	 6.16	200.3736	-19.4893
  6116156	1	3	11.05	200.3473	-21.6719
  6116226	1	3	13.83	200.3564	-21.8630
  6116592	1	3	 6.70	200.3484	-22.7940
  6117241	1	3	11.40	200.4849	-23.4881
  6117499	1	3	 9.61	200.5250	-22.8514
  6117698	1	3	 9.10	200.4518	-22.2953
  6117883	1	3	 9.19	200.4560	-21.7543
  6117932	1	3	 8.22	200.5008	-21.6530
  6117942	1	3	12.77	200.4392	-21.6228
  6118001	1	3	12.00	200.4978	-21.4309
  6118108	1	3	 9.73	200.4769	-21.1428
  6118512	1	3	10.78	200.4928	-19.9440
  6118924	1	3	 6.77	200.4427	-18.7422
  6119182	1	3	 8.25	200.5166	-17.9291
  9257272	1	2	10.54	190.4706	-29.8171
  9258703	1	2	 9.24	190.5465	-26.2712
  9259081	1	2	 9.30	190.4918	-25.3484
  9259773	1	2	 8.91	190.6432	-24.6139
  9260037	1	2	11.72	190.5692	-25.3007
  9261534	1	2	11.63	190.6483	-29.3036
  9274700	1	2	 9.49	190.7985	-29.8274
  9274919	1	2	10.74	190.7242	-29.2538
  9275166	1	2	10.38	190.7619	-28.6840
  9275419	1	2	10.37	190.7412	-28.1780
  9276023	1	2	 8.27	190.8043	-27.3730
  9276299	1	2	 9.65	190.7755	-26.9801
  9276368	1	2	13.41	190.7132	-26.9000
  9276904	1	2	10.95	190.8222	-26.1729
  9277280	1	2	10.58	190.8025	-25.6896
  9277748	1	2	 4.59	190.8046	-24.9906
  9279156	1	2	11.20	190.8292	-25.1144
  9281408	1	2	10.47	190.9397	-28.4853
  9281587	1	2	 7.72	190.9532	-28.7025
  9282132	1	2	 9.16	190.8865	-29.4410
  9282618	1	2	11.54	191.0390	-29.8417
  9283259	1	2	12.92	191.0563	-29.1674
  9331851	1	2	 4.31	191.0021	-28.3242
  9332194	1	2	 9.24	190.9934	-27.4498
  9332200	1	2	 8.74	190.9871	-27.4404
  9332306	1	2	11.62	191.0165	-27.1637
  9332908	1	2	10.09	191.0310	-25.6167
  9334938	1	2	 8.07	191.1489	-26.9053
  9336962	1	2	10.59	191.1917	-29.2295
  9337741	1	2	 8.29	191.3343	-29.7818
  9339369	1	2	 8.62	191.2304	-28.4014
  9348655	1	2	10.49	191.3039	-26.9441
  9350281	1	2	 7.44	191.4353	-24.9767
  9350866	1	2	 9.20	191.3831	-26.4184
  9350897	1	2	13.10	191.3740	-26.4901
  9351261	1	2	 8.22	191.3850	-27.3110
  9384703	1	2	 9.48	191.5920	-25.2874
  9385293	1	3	12.49	191.7042	-24.0311
  9386027	1	2	 9.76	191.6725	-25.8166
  9386580	1	2	10.66	191.6409	-27.1949
  9387981	1	2	12.51	191.8586	-29.6154
  9387988	1	2	 8.40	191.8469	-29.5906
  9389532	1	2	 8.02	191.8031	-25.9930
  9389828	1	2	10.66	191.8685	-25.2666
  9436665	1	2	11.13	192.0176	-26.0967
  9437064	1	2	 8.88	191.9758	-27.0629
  9437384	1	2	12.20	191.9070	-27.7772
  9437385	1	2	12.35	191.9158	-27.7787
  9437710	1	2	11.71	191.9006	-28.5550
  9438270	1	2	 5.26	191.9250	-29.7952
  9438317	1	2	12.14	191.9636	-29.9340
  9438870	1	2	 8.84	192.0994	-28.7487
  9439380	1	2	 4.84	192.1085	-27.5977
  9440126	1	2	 8.62	192.0878	-25.8969
  9440862	1	3	13.13	192.2080	-24.0896
  9441288	1	2	10.47	192.2266	-25.2284
  9465757	1	2	12.57	192.2459	-27.4236
  9466178	1	2	10.41	192.2758	-28.4228
  9467581	1	2	10.85	192.3220	-28.4858
  9468280	1	2	 9.53	192.3435	-26.7664
  9468894	1	2	 7.41	192.3551	-25.2967
  9469224	1	3	 7.88	192.4151	-24.4110
  9469264	1	3	 8.90	192.3891	-24.3135
  9470177	1	2	 7.86	192.5302	-25.8419
  9477356	1	2	10.12	192.5134	-28.3726
  9477717	1	2	 8.05	192.4526	-29.1656
  9477927	1	2	10.65	192.4845	-29.5906
  9478588	1	2	14.24	192.6260	-28.9849
  9480060	1	2	10.50	192.6251	-25.5747
  9480618	1	3	 9.55	192.6202	-24.2504
  9480624	1	3	 7.82	192.5837	-24.2183
  9481473	1	2	10.29	192.7541	-25.7087
  9481811	1	2	 8.12	192.7686	-26.4514
  9482453	1	2	 9.08	192.7881	-27.8546
  9482656	1	2	 8.21	192.6935	-28.3200
  9519998	1	2	11.93	192.7445	-28.4996
  9520696	1	2	11.44	192.8530	-29.7903
  9520802	1	2	11.53	192.8366	-29.5603
  9521048	1	2	 8.32	192.8348	-28.9833
  9521568	1	2	 9.23	192.8796	-27.8549
  9522470	1	2	 8.99	192.8754	-25.9251
  9523296	1	3	11.73	193.0085	-24.0529
  9524312	1	2	 7.72	193.0307	-26.4623
  9524429	1	2	 5.88	192.9907	-26.7381
  9525051	1	2	12.08	193.0591	-28.0598
  9525652	1	2	12.59	193.0693	-29.3022
  9560142	1	2	12.80	193.1002	-29.2487
  9560158	1	2	10.59	193.1466	-29.2164
  9560406	1	2	 7.84	193.1699	-28.7095
  9560459	1	2	11.00	193.1777	-28.6078
  9560567	1	2	 9.68	193.1704	-28.4111
  9561251	1	2	 8.79	193.1500	-27.0554
  9561576	1	2	10.64	193.1637	-26.3052
  9561716	1	2	 5.70	193.1847	-26.0034
  9562241	1	3	 9.44	193.0854	-24.5962
  9562384	1	3	 9.16	193.1820	-24.2489
  9563267	1	2	14.25	193.2788	-25.8435
  9563643	1	2	 8.91	193.3352	-26.6973
  9564531	1	2	 9.42	193.2437	-28.5689
  9565470	1	2	 8.03	193.3550	-29.3185
  9586648	1	2	 7.18	193.4276	-27.4045
  9590819	1	3	12.93	193.5575	-24.9259
  9591460	1	2	 8.36	193.5050	-25.7537
  9593439	1	2	 7.06	193.5666	-27.9596
  9595029	1	2	 9.82	193.4982	-29.6933
 14614418	1	1	13.34	173.9574	-29.1560
 14615214	1	1	 8.59	173.9514	-27.1478
 14615666	1	1	11.91	173.9418	-25.8413
 14659950	1	1	 8.41	174.0712	-25.7510
 14660217	1	1	10.36	173.9986	-26.4873
 14660342	1	1	 9.85	174.0888	-26.8380
 14660650	1	1	10.93	174.0655	-27.6259
 14661418	1	1	12.39	174.0099	-29.5434
 14661617	1	1	 8.02	174.1661	-29.8282
 14662357	1	1	 8.79	174.1249	-27.8649
 14662659	1	1	11.57	174.1766	-26.9871
 14662669	1	1	13.01	174.1203	-26.9429
 14662881	1	1	10.61	174.1465	-26.3676
 14664559	1	1	 8.75	174.3531	-26.4757
 14664714	1	1	 9.34	174.2640	-26.9250
 14664848	1	1	11.45	174.2882	-27.2700
 14679411	1	1	 9.57	174.2459	-28.8237
 14680185	1	1	10.14	174.4415	-29.0481
 14680532	1	1	12.94	174.3713	-28.1620
 14680703	1	1	10.28	174.3603	-27.7035
 14681209	1	1	13.90	174.4312	-26.4449
 14682526	1	1	11.41	174.5644	-25.1340
 14682674	1	1	 8.63	174.5723	-25.5900
 14683365	1	1	 8.41	174.5177	-27.3323
 14683959	1	1	 9.92	174.5573	-28.9457
 14715295	1	1	13.55	174.6687	-29.8406
 14715718	1	1	14.27	174.7094	-28.7077
 14715866	1	1	 9.81	174.6968	-28.3869
 14715980	1	1	10.06	174.6975	-28.1174
 14716462	1	1	11.33	174.6635	-26.7693
 14716942	1	1	10.50	174.6458	-25.4094
 14717198	1	1	 5.44	174.7520	-24.7224
 14717691	1	1	13.05	174.8814	-24.6495
 14719548	1	1	 9.48	174.8880	-29.7040
 15359619	2	2	10.21	185.0781	-48.9457
 15363900	2	2	10.50	185.1960	-50.3201
 15365585	2	2	 8.18	185.1193	-50.7790
 15366969	2	2	 9.66	185.2109	-51.1507
 15367231	2	2	 7.49	185.0805	-51.2186
 15371740	2	2	 9.57	185.1840	-52.2570
 15373882	2	2	10.37	185.0956	-52.7047
 15442437	2	2	14.23	185.0694	-53.7666
 15442687	2	2	15.71	185.0930	-53.8682
 15443366	2	2	10.08	185.2930	-53.7446
 15444490	2	2	 8.74	185.3184	-53.2959
 15445546	2	2	12.23	185.3270	-52.8426
 15445551	2	2	10.32	185.3247	-52.8408
 15446998	2	2	10.49	185.2834	-52.2064
 15451056	2	2	 8.50	185.3120	-50.1941
 15451276	2	2	11.77	185.3702	-50.0689
 15520238	2	2	 9.69	185.3189	-49.1052
 15520413	2	2	 8.51	185.3532	-49.0090
 15525027	2	2	 9.50	185.4538	-49.6668
 15525212	2	2	 9.21	185.4817	-49.7702
 15525527	2	2	 5.32	185.4441	-49.9489
 15528555	2	2	14.11	185.5622	-51.5091
 15531096	2	2	14.78	185.4378	-52.6235
 20540964	1	3	 7.55	200.6346	-22.9527
 20541470	1	3	10.45	200.5856	-21.3830
 20541613	1	3	 8.32	200.5767	-20.8614
 20541875	1	3	13.66	200.6320	-20.0770
 20542562	1	3	 7.43	200.6807	-18.0311
 20542612	1	3	 8.90	200.7296	-18.2009
 20542644	1	3	 8.61	200.7199	-18.2958
 20542699	1	3	10.47	200.7100	-18.4986
 20542817	1	3	10.16	200.7627	-18.8753
 20542920	1	3	 8.61	200.7810	-19.2013
 20542960	1	3	 9.11	200.7752	-19.3494
 20544959	1	3	 9.26	200.8032	-22.8737
 20545354	1	3	 8.59	200.8184	-21.5478
 20545662	1	3	14.06	200.8664	-20.5121
 20545730	1	3	10.71	200.8164	-20.2880
 20545750	1	3	10.30	200.8771	-20.2359
 20546556	1	3	 8.39	200.9580	-18.2537
 20547311	1	3	 9.53	200.9948	-20.7413
 20547360	1	3	 5.35	200.9876	-20.9247
 20548510	1	3	 9.77	201.0947	-23.8377
 20579026	1	3	11.54	201.1207	-20.9747
 20580392	1	3	10.99	201.2187	-19.5334
 20580464	1	3	 9.68	201.1977	-19.7298
 20581680	1	3	 8.05	201.2266	-23.3500
 20581805	1	3	13.76	201.2338	-23.6884
 20582270	1	3	 9.96	201.4347	-22.8446
 20582276	1	3	11.21	201.3211	-22.8217
 20613828	1	3	11.69	201.3150	-20.8239
 20613974	1	3	 8.05	201.3427	-20.4067
 20614062	1	3	 8.35	201.3837	-20.1787
 20614437	1	3	11.62	201.3203	-18.9888
 20615046	1	3	11.20	201.5441	-18.9055
 20615500	1	3	10.64	201.5456	-20.3606
 20615715	1	3	 9.22	201.4850	-21.0813
 20615833	1	3	11.89	201.4436	-21.4461
 20615971	1	3	 9.60	201.5029	-21.8731
 20615973	1	3	10.21	201.5110	-21.8789
 20616250	1	3	11.07	201.5635	-22.7360
 20616616	1	3	10.98	201.4783	-23.7510
 20936280	2	2	 9.59	186.3532	-53.8858
 21010519	2	2	 9.86	186.4920	-49.8999
 21107353	2	2	10.21	186.7014	-52.2521
 21108045	2	2	13.37	186.8484	-51.9229
 21109817	2	2	10.49	186.8354	-50.9902
 21110758	2	2	 8.55	186.8430	-50.4843
 21165132	2	2	 4.20	187.0096	-50.2307
 21165290	2	2	 7.88	186.9497	-50.3359
 21167907	2	2	 8.19	187.0449	-51.7259
 21168651	2	2	 7.26	187.0343	-52.0754
 21168851	2	2	 9.33	186.9848	-52.1835
 21172152	2	2	15.31	186.9732	-53.6269
 21617731	2	3	 9.56	180.3221	-45.7622
 21638132	2	3	10.02	180.3647	-45.2712
 21639186	2	3	 9.95	180.3857	-44.1476
 21639687	2	3	10.24	180.2559	-43.5678
 21639806	2	3	 9.35	180.3207	-43.4312
 21644614	2	3	 9.99	180.5338	-45.6706
 21707261	2	2	12.30	180.6152	-47.4003
 21708666	2	3	10.20	180.6506	-46.2495
 21709407	2	3	 8.73	180.6433	-45.5607
 21733968	2	3	11.06	181.3571	-44.1496
 21734651	2	3	10.16	181.2941	-43.4457
 21735574	2	3	 8.99	181.3740	-42.3811
 21736345	2	3	 9.46	181.3897	-42.3985
 21737546	2	3	 9.52	181.3845	-43.7281
 21737836	2	3	10.48	181.5081	-44.0002
 21819368	2	3	 8.35	181.5216	-45.8904
 21823290	2	3	 9.01	181.5615	-46.8612
 21825643	2	3	10.01	181.6254	-44.8623
 21825806	2	3	 8.22	181.6979	-44.7065
 21825942	2	3	 9.62	181.5929	-44.5834
 21826078	2	3	10.21	181.6644	-44.4664
 21826177	2	3	11.03	181.5627	-44.3646
 21826639	2	3	10.04	181.5705	-43.8776
 21827610	2	3	 9.88	181.6368	-42.7975
 21827849	2	3	14.27	181.7000	-42.5345
 21863320	2	3	12.64	181.7676	-42.2304
 21863751	2	3	10.87	181.7956	-42.7074
 21864252	2	3	 6.79	181.8454	-43.2465
 21864335	2	3	12.68	181.7287	-43.3368
 21864678	2	3	 9.77	181.8174	-43.6953
 21864819	2	3	 9.66	181.8663	-43.8322
 21872058	2	3	10.85	181.9102	-45.9677
 21946516	2	3	 8.93	181.9808	-44.0654
 21949273	2	3	 9.89	181.9062	-42.4146
 21949406	2	3	 8.38	181.9706	-42.3390
 21951852	2	3	 8.45	182.1788	-43.0015
 21953013	2	3	11.14	182.0430	-43.6213
 21955759	2	3	11.62	182.0876	-45.7192
 21986681	2	3	 8.19	182.5470	-46.9875
 21988866	2	3	 9.11	182.6091	-44.8258
 21989054	2	3	10.61	182.5868	-44.6302
 21989536	2	3	10.94	182.5240	-44.0844
 21989720	2	3	 8.31	182.5916	-43.8710
 21990628	2	3	11.89	182.5369	-42.8458
 22029325	2	3	 8.49	182.8280	-44.8614
 22029931	2	3	 5.57	182.7620	-45.4228
 22030608	2	3	 8.38	182.8431	-46.0247
 22030821	2	3	11.02	182.7431	-46.2009
 22030964	2	3	 6.95	182.7420	-46.3210
 22031033	2	3	 9.23	182.7999	-46.3937
 22035397	2	3	10.24	182.9872	-46.1266
 22101011	2	3	13.59	182.8751	-45.5454
 22102358	2	3	 6.14	182.8702	-44.2830
 22104833	2	3	15.22	183.1258	-42.2719
 22104873	2	3	 8.45	183.0962	-42.3354
 22105426	2	3	 9.59	183.1715	-42.9531
 22106324	2	3	 8.43	183.1575	-43.8837
 22106941	2	3	10.47	183.1200	-44.4878
 22108539	2	3	10.27	183.0164	-45.8326
 22109429	2	3	11.19	183.1652	-46.5734
 22138306	2	3	10.81	183.3030	-45.3770
 22139041	2	3	12.35	183.3114	-44.7116
 22139642	2	3	10.83	183.2125	-44.1682
 22141032	2	3	10.76	183.2593	-42.7417
 22142158	2	3	 9.89	183.4288	-42.4191
 22209482	2	3	 9.07	183.4888	-43.7045
 22211065	2	3	 8.83	183.3754	-45.1745
 22211541	2	3	 8.21	183.3418	-45.6249
 22211591	2	3	10.80	183.3717	-45.6705
 22212310	2	3	11.50	183.3662	-46.3009
 22214795	2	3	 9.14	183.6191	-47.6129
 22217020	2	3	10.65	183.5936	-45.9223
 22217266	2	3	 4.47	183.5109	-45.7239
 22217618	2	3	 8.44	183.5766	-45.4229
 22218030	2	3	12.12	183.5017	-45.0644
 22242383	2	3	11.29	183.6212	-42.9709
 22243150	2	3	 8.65	183.6041	-42.1625
 22246410	2	3	10.34	183.7673	-44.9813
 22247626	2	3	12.16	183.6601	-46.0568
 22247763	2	3	 9.91	183.6730	-46.1661
 22289674	1	1	 8.29	177.7098	-23.2357
 22320245	2	3	11.19	183.9216	-45.1179
 22322302	2	3	 8.04	183.9793	-43.3313
 22322574	1	1	10.09	177.7165	-22.0190
 22324019	2	3	 9.34	183.8865	-42.4071
 22324882	2	3	 8.71	184.1068	-41.9343
 22326444	1	1	 9.84	177.9468	-20.8952
 22326606	1	1	13.74	177.8679	-21.1663
 22326661	1	1	 9.99	177.8445	-21.2442
 22326881	1	1	 7.13	177.8866	-21.6357
 22327935	2	3	 8.96	183.9911	-43.5618
 22328093	1	1	11.37	177.9495	-23.7429
 22328162	1	1	 7.52	177.8577	-23.8468
 22328742	1	1	10.10	178.0502	-22.1541
 22329622	1	1	 7.15	178.0505	-19.2062
 22329663	1	1	 8.92	177.9886	-19.0232
 22330922	1	1	 9.67	178.1193	-21.2360
 22331205	1	1	 8.19	178.1565	-22.1782
 22331895	1	1	13.99	178.3216	-23.3486
 22332103	1	1	10.09	178.3318	-22.7104
 22332294	1	1	11.88	178.2883	-22.0375
 22332958	1	1	 8.71	178.2305	-19.7042
 22332965	1	1	10.45	178.2314	-19.6816
 22342992	1	1	 8.71	178.4088	-20.3532
 22343040	1	1	 8.76	178.4590	-20.5048
 22344052	1	1	 8.56	178.4014	-23.9096
 22344332	1	1	 9.15	178.5348	-23.1004
 22344855	1	1	10.10	178.5001	-21.2015
 22345069	1	1	10.77	178.5148	-20.4167
 22345872	1	4	11.00	178.6352	-18.1901
 22386951	2	3	 9.12	184.0773	-47.1756
 22387028	2	3	10.73	184.0302	-47.2286
 22390773	2	3	 8.94	184.1790	-45.8677
 22391604	2	3	 9.93	184.2090	-45.1734
 22393067	1	1	 9.40	178.7248	-20.5036
 22393132	1	1	 9.73	178.6063	-20.7631
 22393465	1	1	10.56	178.6015	-21.8584
 22393472	1	1	 8.96	178.6061	-21.8711
 22393485	1	1	 7.72	178.6316	-21.8986
 22393694	1	1	 9.59	178.6773	-22.6115
 22393981	1	1	 7.58	178.7007	-23.5502
 22394173	1	1	 8.36	186.1673	-23.6823
 22394224	1	1	10.39	186.1501	-23.4882
 22394414	1	1	12.45	186.2319	-22.8034
 22395122	1	4	 8.44	186.1766	-20.0712
 22395174	1	4	 8.12	186.2261	-19.8706
 22395259	1	4	 8.23	186.2192	-19.5497
 22395592	1	4	 8.67	186.1379	-18.2439
 22395594	1	4	 9.18	186.2248	-18.2544
 22396009	1	4	 9.60	186.2676	-19.1915
 22396094	1	4	10.25	186.3523	-19.4540
 22442101	1	4	 9.25	186.3239	-21.2297
 22442768	1	1	10.09	186.3604	-23.4999
 22443909	1	4	 9.75	186.4310	-20.3716
 22444513	1	4	 8.17	186.4080	-18.1640
 22444571	1	4	 8.80	186.4189	-17.9411
 22444931	1	4	 7.49	186.6301	-19.3162
 22444977	1	4	 9.61	186.5365	-19.4514
 22445282	1	4	10.04	186.5790	-20.4507
 22447075	2	3	 9.91	184.1829	-43.1801
 22447656	2	3	 9.79	184.1802	-42.5495
 22449188	2	3	 8.23	184.3802	-42.9568
 22453490	2	3	10.39	184.3810	-46.7043
 22456398	1	4	12.10	186.7613	-20.9819
 22456683	1	4	 9.77	186.7459	-20.0747
 22457013	1	4	13.16	186.6732	-18.7685
 22457387	1	4	 5.75	186.8112	-18.4117
 22457438	1	4	 9.30	186.8887	-18.6077
 22457824	1	4	 8.24	186.7963	-19.9674
 22457828	1	4	 8.79	186.7894	-19.9829
 22457918	1	4	12.48	186.8317	-20.3210
 22458364	1	4	 9.40	186.7900	-21.7167
 22479817	1	1	 8.37	187.0166	-23.2306
 22480430	1	4	 9.26	186.9192	-21.0696
 22481020	1	4	11.02	186.9298	-18.7602
 22481316	1	4	 9.43	187.0305	-18.2773
 22481324	1	4	 7.97	187.1326	-18.2982
 22481474	1	4	11.92	187.1130	-18.9276
 22482800	1	1	10.81	187.1284	-23.6938
 22507789	2	3	13.23	184.5775	-45.4783
 22509270	2	3	11.81	184.6090	-44.1355
 22511044	2	3	 8.02	184.6237	-42.4281
