TICID,Camera,CCD,Tmag,RA,Dec
5116006,1,3,8.51,269.4554,14.3064
5117119,1,3,13.35,269.3751,15.0409
5118666,1,3,9.63,269.3853,16.0813
5119786,1,3,8.19,269.4029,16.8813
5120103,1,3,8.69,269.4249,17.1094
5204958,1,3,5.45,269.5087,15.4068
5205367,1,3,6.68,269.5289,15.1398
5206299,1,3,7.33,269.5856,14.5105
5206647,1,3,16.61,269.5928,14.2904
5261397,1,3,10.63,269.6906,13.9642
5262012,1,3,9.06,269.6298,14.3384
5262805,1,3,6.69,269.6954,14.8428
5265337,1,3,9.38,269.7219,16.5791
5357747,1,3,9.36,269.9124,14.3220
5357946,1,3,7.86,269.9274,14.4634
5359248,1,3,8.43,269.9400,15.3096
5418435,1,3,8.65,269.8694,16.6286
5418440,1,3,10.66,269.8890,16.6318
5420960,1,3,8.27,270.1015,17.4095
5421862,1,3,3.65,270.0142,16.7509
5423347,1,3,10.23,270.0391,15.7665
5424884,1,3,8.57,270.0981,14.7138
5493696,1,3,10.78,270.1935,16.7868
5494171,1,3,5.28,270.1309,17.1032
5494789,1,3,9.07,270.1257,17.5650
7545799,2,3,10.73,258.5273,46.8071
7545870,2,3,11.61,258.4683,46.5819
7546165,2,3,8.87,258.5710,45.6522
7546499,2,3,11.79,258.5297,44.6363
7547011,2,3,10.69,258.5680,43.1611
7579643,2,4,8.64,272.2881,43.2306
7579725,2,4,8.91,272.3071,43.0613
7580070,2,4,10.16,272.3093,42.4375
7581229,2,4,8.92,272.3536,43.3173
7582594,2,4,8.57,272.3966,45.8308
7582633,2,4,9.92,272.3288,45.9244
7582634,2,4,10.48,272.3307,45.9255
7583285,2,4,11.30,272.3711,47.2258
7584049,2,4,8.50,272.5282,47.0887
7584971,2,4,8.09,272.5415,45.2208
7585322,2,4,8.90,272.5121,44.5446
7615976,2,4,9.95,272.5166,43.8029
7617010,2,4,9.36,272.6331,42.1067
7617177,2,4,8.59,272.6429,42.0301
7618785,2,4,5.99,272.7084,44.5982
7619197,2,4,8.08,272.7299,45.3263
7619770,2,4,10.11,272.7372,46.3883
7620435,2,4,10.45,272.7173,47.6850
7620704,2,4,5.81,272.8927,47.6596
7620874,2,4,10.96,272.9222,47.3100
7622101,2,4,17.50,272.9312,44.9170
